report_number,crash_year,crash_date_time,report_date_time,investigating_agency_rep_num,form_type,total_number_of_vehicles,total_number_of_persons,total_number_of_narratives,county_code,city_code,county_name,city_name,rural_or_urban,notified_time,dispatched_time,arrived_time,cleared_time,completed_flag,reason_not_completed,notified_by,on_street_road_highway,street_address_number,latitude,longitude,feet_from_intersection,miles_from_intersection,direction_from_intersection,from_intersection_of,from_milepost_number,road_system_identifier,type_of_shoulder,type_of_intersection,photos_taken_flag,light_condition,weather_condition,road_surface_condition,school_bus_related_code,type_of_impact,first_harmful_event,harmful_event_location,interchange_flag,junction_flag,road_circumstances_1,road_circumstances_2,road_circumstances_3,environment_circumstances_1,environment_circumstances_2,environment_circumstances_3,work_zone_related_flag,location_within_zone,type_of_work_zone,workers_present,law_enforcement_present,investigator_id,investigator_rank,investigator_first_name,investigator_middle_name,investigator_last_name,investigator_suffix,investigating_agency_name,investigating_agency_type,load_dt90838674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,1,88,1,1,1,1,32,2,88,1,1,,,1,,,1,,,,,217,DEPUTY,,,EPLHASE,,LEON COUNTY,2,2011-03-08 15:54
83462663,2013,2013-02-26 00:00,2013-02-26 11:35,130034903,L,1,3,0,13,50,LEON,Tallahassee,2,2013-02-26 08:51,2013-02-26 08:51,2013-02-26 09:20,2013-02-26 09:46,2,,2,RIDGE RD,,,,0,,N,GREEN VALLEY DR,,5,2,3,,1,2,2,3,77,10,1,1,1,1,,,1,,,1,,,,,11019,Dep.,,,,,Leon County Sheriff's Office,3,2013-03-07 13:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83462607,2013,2013-03-02 00:00,2013-03-03 07:40,130038741,L,1,3,0,13,50,LEON,Tallahassee,2,2013-03-02 14:19,2013-03-02 14:22,2013-03-02 14:27,2013-03-02 16:56,2,,2,5353 CCSW,5353 CCSW,,,0,,N,,,9,1,1,,1,1,1,1,77,10,8,1,1,1,,,1,,,1,,,,,10735,Dep.,,,,,Leon County Sheriff's Office,3,2013-03-09 13:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83886344,2013,2013-03-04 17:59,2013-03-05 00:00,13005756,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-03-04 17:59,2013-03-04 18:02,2013-03-04 18:04,2013-03-04 18:48,2,,2,LAKE BRADFORD RD,2333,,,,,,,,9,3,1,1,1,1,1,1,77,10,8,1,1,1,,,1,,,1,,,,,644,OFFICER,,,,,TALLAHASSEE,2,2013-03-08 12:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83462307,2013,2013-03-06 00:00,2013-03-06 20:19,130041624,L,1,2,0,13,50,LEON,Tallahassee,2,2013-03-06 19:20,2013-03-06 19:26,2013-03-06 19:26,2013-03-06 19:49,2,,2,CAPITAL CIRCLE NE,2779,,,0,,N,,,5,3,77,,4,1,1,1,77,10,8,1,77,1,,,77,,,1,,,,,11442,Dep.,,,,,Leon County Sheriff's Office,3,2013-03-12 13:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83886578,2013,2013-03-17 16:10,2013-03-17 00:00,13006876,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-03-17 16:13,2013-03-17 16:13,2013-03-17 16:21,2013-03-17 16:54,2,,2,ST AUGUSTINE RD,,,,,,,MACOMB ST,,5,3,2,1,1,3,2,1,77,10,1,1,1,1,,,1,,,1,,,,,604,O,,,,,TALLAHASSEE,2,2013-03-19 13:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83886755,2013,2013-03-24 17:52,2013-03-24 00:00,13007567,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-03-24 17:54,2013-03-24 17:54,2013-03-24 17:57,2013-03-24 18:24,2,,2,N MONROE ST,,,,,,,I 10,,3,2,3,1,1,1,1,1,3,10,1,1,1,1,,,1,,,1,,,,,659,OFFICER,,,,,TALLAHASSEE,2,2013-03-26 12:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83279698,2013,2013-03-19 19:00,2013-03-19 19:28,FHPH13OFF006325,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-03-19 19:28,2013-03-19 19:28,2013-03-19 19:28,2013-03-19 21:32,2,,2,TALLAHASSEE CIVIC CENTER PARKING LOT,,30.4372905176993,-84.2869695756676,25,,N,MADISON ST,,9,3,1,1,1,1,1,1,77,10,1,1,3,1,,,1,,,1,,,,,2874,TROOPER,,,,,FLORIDA HIGHWAY PATROL,1,2013-03-28 12:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83886901,2013,2013-03-30 19:50,2013-03-30 00:00,13008206,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-03-30 19:52,2013-03-30 19:53,2013-03-30 19:58,2013-03-30 21:00,2,,2,FRED GEORGE RD,3380,,,,,S,FRED GEORGE LN,,5,3,1,1,2,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,681,OFFICER,,,,,TALLAHASSEE,2,2013-04-02 12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83886875,2013,2013-03-29 12:55,2013-04-02 00:00,13008059,U,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-03-29 13:18,2013-03-29 13:20,2013-03-29 13:30,2013-03-29 14:50,2,,2,CANTIGNY WAY,2061,,,731,,W,ESCADRILLE DR,,5,3,77,2,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,724,INV,,,,,TALLAHASSEE,2,2013-04-06 12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83964104,2013,2013-04-08 06:39,2013-04-08 00:00,13009030,L,1,5,0,13,50,LEON,TALLAHASSEE,2,2013-04-08 06:39,2013-04-08 06:40,2013-04-08 06:43,2013-04-08 07:26,2,,2,E ORANGE AVE,,,,200,,E,S MONROE ST,,4,3,1,1,3,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,676,OFFICER,,,,,TALLAHASSEE,2,2013-04-09 12:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83964340,2013,2013-04-18 06:01,2013-04-18 00:00,13010040,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-04-18 06:01,2013-04-18 06:02,2013-04-18 06:04,2013-04-18 06:30,2,,2,S ADAMS ST,2800,,,100,,S,W ORANGE AVE,,3,3,1,1,4,1,1,1,2,10,1,1,1,1,,,1,,,1,,,,,557,PATROL OFFICER,,,,,TALLAHASSEE,2,2013-04-20 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83964421,2013,2013-04-21 15:32,2013-04-20 00:00,13010325,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-04-21 15:33,2013-04-21 15:33,2013-04-21 15:36,2013-04-21 16:30,2,,2,APALACHEE PKWY,,,,,,W,BLAIRSTONE RD,,2,1,2,2,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,653,OFFICER,,,,,TALLAHASSEE,2,2013-04-22 12:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83964552,2013,2013-04-27 03:19,2013-04-27 00:00,13010935,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-04-27 03:19,2013-04-27 03:21,2013-04-27 03:22,2013-04-27 05:04,2,,2,N MONROE ST,,,,50,,N,SPOONWOOD DR,,5,1,1,1,4,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,511,OFFICER,,,,,TALLAHASSEE,2,2013-04-28 11:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12747379,2013,2013-04-08 13:45,2013-04-08 00:00,13040080,S,1,2,0,13,40,LEON,FLORIDA STATE UNIVERSITY,2,,,,,1,UK,1,CHIEFTAN WY,267,,,,,,,,5,3,1,1,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,435,OFFIER,MARK,STEPHEN,GRIFFITH,,FLORIDA STATE UNIV POLICE,3,2013-05-08 22:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83965088,2013,2013-05-22 19:45,2013-05-23 00:00,13013317,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-05-22 20:19,2013-05-22 20:39,2013-05-22 20:43,2013-05-22 21:48,2,,2,INDIANA ST,,,,40,,W,CALLOWAY ST,,5,1,1,2,6,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,786,PATROL,,,,,TALLAHASSEE,2,2013-05-24 12:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83964685,2013,2013-05-03 14:28,2013-05-03 00:00,13011526,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-05-03 14:28,2013-05-03 14:28,2013-05-03 14:30,2013-05-03 15:30,2,,2,N MACOMB ST,,,,,,,W VIRGINIA ST,,5,3,2,1,1,2,2,1,77,10,1,1,1,1,,,1,,,1,,,,,709,OFFICER,,,,,TALLAHASSEE,2,2013-05-04 12:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83965266,2013,2013-06-02 00:29,2013-06-02 00:00,13014282,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-06-02 00:29,2013-06-02 00:32,2013-06-02 00:36,2013-06-02 01:00,2,,2,PENSACOLA ST,2700,,,,,,,,9,3,1,1,4,1,1,1,3,10,8,1,1,1,,,1,,,1,,,,,351,OFFICER,,,,,TALLAHASSEE,2,2013-06-03 12:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83965207,2013,2013-05-30 10:50,2013-05-30 00:00,13013998,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-05-30 10:55,2013-05-30 10:55,2013-05-30 11:04,2013-05-30 11:35,2,,2,W CALL ST,,,,50,,W,CONRADI ST,,5,3,1,1,1,2,1,1,77,10,1,1,1,1,,,77,,,1,,,,,608,OFFICER,,,,,TALLAHASSEE,2,2013-05-31 12:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83964894,2013,2013-05-13 12:18,2013-05-13 00:00,13012424,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-05-13 12:18,2013-05-13 12:18,2013-05-13 12:18,2013-05-13 13:00,2,,2,W PENSACOLA ST,2026,,,185,,W,AUSLEY RD,,5,3,1,2,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,523,OFFICER,,,,,TALLAHASSEE,2,2013-05-17 11:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91769100,2013,2013-05-24 11:30,2013-05-24 00:00,2013-420,L,2,3,0,13,30,LEON,FLORIDA A&M UNIVERSI,2,2013-05-24 11:30,2013-05-24 11:30,2013-05-24 11:32,2013-05-24 00:06,2,,2,ML KING BLVD S,1900,,,500,,N,BARBOURVILLE DR,,5,3,1,1,1,1,1,1,5,10,1,1,1,1,,,1,,,1,,,,,504,SERGEANT,,,,,FAMU PD,2,2013-06-06 12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83632064,2013,2013-01-06 19:49,2013-06-04 00:00,13000539,U,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-01-06 19:49,2013-01-06 19:52,2013-01-06 19:58,2013-01-06 22:48,2,,2,N MONROE ST,,,,350,,S,ALLEN RD,,2,3,2,2,4,1,1,1,3,10,1,1,1,1,,,1,,,1,,,,,627,INV.,,,,,TALLAHASSEE,2,2013-06-12 12:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83965491,2013,2013-06-13 15:27,2013-06-13 00:00,13015318,L,1,3,0,13,50,LEON,TALLAHASSEE,2,2013-06-13 17:00,2013-06-13 15:28,2013-06-13 15:30,2013-06-13 16:27,2,,2,RIDGE RD N,,,,25,,E,RIDGE HAVEN RD,,5,2,1,1,1,2,1,1,77,10,1,1,1,1,,,1,,,1,,,,,518,OFFICER,,,,,TALLAHASSEE,2,2013-06-21 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83965926,2013,2013-07-06 15:52,2013-07-06 00:00,13017317,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-07-06 15:52,2013-07-06 15:52,2013-07-06 15:52,2013-07-06 16:25,2,,2,CAPITAL CIR NE,2315,,,,,,CAPITAL CIR NE,,5,3,1,1,1,2,1,1,77,10,2,1,1,1,,,1,,,1,,,,,701,OFFICER,,,,,TALLAHASSEE,2,2013-07-08 12:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84146202,2013,2013-07-22 03:00,2013-08-28 00:00,13018634,U,1,3,0,13,50,LEON,TALLAHASSEE,2,2013-07-22 12:21,2013-07-22 12:21,2013-07-22 12:21,2013-07-22 13:30,2,,2,W PENSACOLA ST,2020,,,,,,,,9,1,1,2,4,77,88,1,77,10,2,1,1,1,,,1,,,1,,,,,566,OFFICER,,,,,TALLAHASSEE,2,2013-09-01 12:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84146335,2013,2013-07-30 07:48,2013-07-30 00:00,13019311,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-07-30 07:48,2013-07-30 07:50,2013-07-30 07:52,2013-07-30 10:32,2,,2,ST AUGUSTINE RD,,,,,,,MACOMB ST,,5,3,2,1,1,1,1,1,77,10,1,1,1,1,,,4,,,1,,,,,699,OFFICER,,,,,TALLAHASSEE,2,2013-08-01 12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84146400,2013,2013-08-02 13:57,2013-08-02 00:00,13019629,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-08-02 13:57,2013-08-02 13:59,2013-08-02 14:04,2013-08-02 14:30,2,,2,APALACHEE PKWY,1233,,,,,,PARKING LOT,,2,1,1,1,1,2,1,1,77,10,8,1,1,1,,,1,,,1,,,,,587,OFFICER,,,,,TALLAHASSEE,2,2013-08-03 12:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83463937,2013,2013-07-20 01:57,2013-07-20 03:21,13 0125489,L,1,2,0,13,50,LEON,Tallahassee,2,2013-07-20 01:57,2013-07-20 02:20,2013-07-20 02:25,2013-07-20 03:28,2,,1,W TENNESSEE ST,,,,1970,,E,GEDDIE RD,,2,2,1,,5,3,2,1,3,10,1,1,1,1,,,2,,,1,,,,,10830,Dep.,,,,,Leon County Sheriff's Office,3,2013-07-25 12:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84146421,2013,2013-08-03 10:47,2013-08-03 00:00,13019726,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-08-03 10:47,2013-08-03 10:48,2013-08-03 10:56,2013-08-03 12:10,2,,2,KILLEARN CENTER BLVD,,,,,,,VILLAGE SQUARE BLVD,,5,3,2,1,1,2,1,1,77,10,1,1,2,1,,,1,,,1,,,,,635,OFFICER,,,,,TALLAHASSEE,2,2013-08-04 11:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83464488,2013,2013-07-30 12:40,2013-07-31 08:28,130132056,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2013-07-30 12:42,2013-07-30 12:45,2013-07-30 12:48,2013-07-30 13:39,2,,1,THOMASVILLE ROAD,,,,0,,S,BANNERMAN ROAD,,3,1,1,,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,10828,Dep.,,,,,Leon County Sheriff's Office,3,2013-08-06 12:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84198096,2013,2013-08-07 20:24,2013-08-07 01:55,130136579,L,1,3,0,13,0,LEON,UNINCORPORATED,1,2013-08-07 20:24,2013-08-07 20:26,2013-08-07 20:26,2013-08-07 23:51,2,,2,NISSLEY ROAD,,,,300,,N,BLOUNTSTOWN HIGHWAY,,8,2,1,,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,11415,Dep.,,,,,Leon County Sheriff's Office,3,2013-08-13 12:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83464193,2013,2013-08-07 13:28,2013-08-07 21:34,130136372,L,1,2,0,13,0,LEON,UNINCORPORATED,1,2013-08-07 13:29,2013-08-07 13:33,2013-08-07 13:47,2013-08-07 13:58,2,,2,N MERIDIAN RD,,,,500,,N,GINNY LN,,5,2,1,,1,1,1,1,77,10,1,1,1,4,,,1,,,2,4,2,2,1,11019,Dep.,,,,,Leon County Sheriff's Office,3,2013-08-14 12:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84146382,2013,2013-08-01 04:30,2013-08-01 00:00,13019057,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-08-01 05:04,2013-08-01 05:05,2013-08-01 05:21,2013-08-01 06:00,1,HIT AND RUN INVESTIGATION,2,PUTNAM DR,,,,5,,E,S MERIDIAN ST,,5,2,1,1,4,1,1,1,77,10,3,1,1,1,,,1,,,1,,,,,764,OFFICER,,,,,TALLAHASSEE,2,2013-08-07 12:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84146618,2013,2013-08-13 23:48,2013-08-15 00:00,13020612,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-08-13 23:54,2013-08-13 00:07,2013-08-13 00:16,2013-08-13 01:13,1,HIT & RUN,2,STRATFORD PL,,,,50,,S,BELLE VUE WAY,,5,3,1,1,4,1,1,1,5,10,1,1,1,1,,,1,,,1,,,,,561,PATROL OFFICER,,,,,TALLAHASSEE,2,2013-08-22 12:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84146338,2013,2013-07-30 07:51,2013-07-30 00:00,13019312,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-07-30 07:51,2013-07-30 07:54,2013-07-30 07:58,2013-07-30 08:14,2,,2,APALACHEE PKWY,,,,50,,E,CAPITAL CIR SE,,2,3,1,1,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,682,OFFICER,,,,,TALLAHASSEE,2,2013-08-02 11:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83462709,2013,2013-04-04 05:40,2013-07-26 10:39,130059977,U,3,10,0,13,50,LEON,Tallahassee,2,2013-04-04 05:43,2013-04-04 05:43,2013-04-04 05:47,2013-04-04 10:10,2,THI INVESTIGATION,2,CAPITAL CIRCLE SOUTHWEST,,,,0,,S,JACKSON BLUFF ROAD,,3,2,1,2,4,2,2,1,77,10,1,1,1,1,,,77,,,1,,,,,10568,Dep.,,,,,Leon County Sheriff's Office,3,2013-08-18 11:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84146971,2013,2013-08-30 23:41,2013-08-30 00:00,13022215,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-08-30 23:41,2013-08-30 23:43,2013-08-30 23:44,2013-08-30 01:35,2,,2,N MONROE ST,1944,,,300,,S,ML KING BLVD N,,2,3,1,1,4,2,1,1,3,10,2,1,1,1,,,1,,,1,,,,,557,PATROL OFFICER,,,,,TALLAHASSEE,2,2013-09-05 12:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84146693,2013,2013-08-18 22:55,2013-08-18 00:00,13021048,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-08-18 23:00,2013-08-18 23:01,2013-08-18 23:11,2013-08-18 23:25,1,HIT & RUN,2,LINWOOD DR,,,,10,,N,HELENE LN,,5,3,1,1,5,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,303,OFFICER,,,,,TALLAHASSEE,2,2013-08-24 12:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84198141,2013,2013-08-20 23:05,2013-10-28 10:31,130145477,U,2,4,0,13,0,LEON,UNINCORPORATED,1,2013-08-20 23:13,2013-08-20 23:14,2013-08-20 23:16,2013-08-20 03:06,2,THI FOLLOW UP,2,NORTH MONROE,,,,5,,N,SESSIONS ROAD,,3,2,2,,5,1,1,1,77,10,1,1,1,1,1,1,1,1,1,1,,,,,11122,Dep.,,,,,Leon County Sheriff's Office,3,2013-11-03 12:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84146837,2013,2013-08-26 08:46,2013-08-26 00:00,13021726,S,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-08-26 08:46,,,,,,2,BLOUNT ST,,,,,,,BRONOUGH ST,,5,,2,1,1,1,1,,77,10,1,,1,1,,,,,,1,,,,,780,OFC,,,,,TALLAHASSEE,2,2013-08-27 12:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84147042,2013,2013-09-03 17:45,2013-09-03 00:00,13022545,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-09-03 17:45,2013-09-03 17:46,2013-09-03 17:50,2013-09-03 18:10,2,,2,COLUMBIA DR,,,,,,,W TENNESSEE ST,,5,1,2,1,1,3,2,1,3,10,1,1,1,1,,,1,,,1,,,,,377,OFC,,,,,TALLAHASSEE,2,2013-09-05 12:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84147642,2013,2013-09-27 06:35,2013-09-27 00:00,13024815,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-09-27 06:35,2013-09-27 06:40,2013-09-27 06:43,2013-09-27 09:30,2,,2,MISSON RD N,,,,,,,THARPE ST W,,5,3,2,2,3,1,1,2,3,10,1,1,1,1,,,1,,,1,,,,,507,OFFICER,,,,,TALLAHASSEE,2,2013-10-04 12:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84147181,2013,2013-09-10 06:49,2013-09-10 00:00,13023142,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-09-10 06:49,2013-09-10 06:51,2013-09-10 06:53,2013-09-10 07:45,2,,2,GADSDEN ST,,,,,,N,TENNESSEE ST E,,5,3,2,1,4,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,653,OFFICER,,,,,TALLAHASSEE,2,2013-09-12 12:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84147205,2013,2013-08-31 17:00,2013-09-10 00:00,13023222,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-08-31 21:12,2013-08-31 21:13,2013-08-31 21:41,2013-08-31 23:33,2,,2,MICCOSUKEE COMMONS BLVD,1800,,,,,,,,9,3,1,1,1,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,312,OFFICER,,,,,TALLAHASSEE,2,2013-09-12 12:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84147586,2013,2013-09-25 02:42,2013-09-25 00:00,13024614,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-09-25 02:42,2013-09-25 02:42,2013-09-25 02:42,2013-09-25 07:00,2,,2,HIGH RD,,,,300,,N,TENNESSEE ST,,5,1,1,2,4,1,2,1,77,10,1,1,1,77,,,1,,,1,,,,,590,OFFICER,,,,,TALLAHASSEE,2,2013-09-27 12:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84147347,2013,2013-09-16 05:13,2013-09-16 00:00,13023767,L,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-09-16 05:13,2013-09-16 05:14,2013-09-16 05:16,2013-09-16 05:41,1,INVESTIGATION,2,E MAGNOLIA DR,,,,,,E,MERIDIAN RD,,5,2,1,2,4,1,1,1,77,10,2,1,1,1,,,1,,,1,,,,,501,PATROL,,,,,TALLAHASSEE,2,2013-09-17 12:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84147165,2013,2013-09-09 07:15,2013-09-10 00:00,13023041,U,1,2,0,13,50,LEON,TALLAHASSEE,2,2013-09-09 07:15,2013-09-09 07:19,2013-09-09 07:35,2013-09-09 08:15,1,HIT AND RUN,2,6TH AVE E,,,,,,,N MONROE ST,,5,3,2,1,3,1,1,1,77,10,1,1,1,1,,,1,,,1,,,,,507,OFFICER,,,,,TALLAHASSEE,2,2013-10-07 12:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12746256,2013,2013-09-23 12:16,2013-09-23 00:00,13090272,L,1,2,0,13,40,LEON,FLORIDA STATE UNIVERSITY,2,2013-09-23 12:16,2013-09-23 12:16,2013-09-23 12:16,2013-09-23 12:42,2,,2,ACADEMIC WAY,,,,300,,E,TERRITORY WAY,,5,3,1,1,1,2,2,1,77,10,1,1,1,1,,,1,,,1,,,,,442,OFFICER,UK,,BORDEN,,FLORIDA STATE UNIV POLICE,3,2013-10-14 22:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12746807,2013,2013-09-25 11:42,2013-09-25 00:00,13090297,L,1,2,0,13,40,LEON,FLORIDA STATE UNIVERSITY,2,2013-09-25 11:46,2013-09-25 11:46,2013-09-25 11:50,2013-09-25 12:01,2,,1,LEARNING WAY ON SIDEWALK,989,,,,,,,,77,2,1,1,1,1,1,1,77,10,2,1,1,1,,,1,,,1,,,,,440,UNKNOWN,OMA,,NATIONS,,FLORIDA STATE UNIV POLICE,3,2013-10-14 22:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
